UNIQUE_REFERENCE_NUMBER,NAME,POINTX_CLASSIFICATION_CODE,FEATURE_EASTING,FEATURE_NORTHING,POSITIONAL_ACCURACY_CODE,UPRN,TOPOGRAPHIC_TOID,TOPOGRAPHIC_TOID_VERSION,USRN,USRN_MATCH_INDICATOR,DISTANCE,ADDRESS_DETAIL,STREET_NAME,LOCALITY,GEOGRAPHIC_COUNTY,POSTCODE,ADMINISTRATIVE_BOUNDARY,TELEPHONE_NUMBER,URL,BRAND,QUALIFIER_TYPE,QUALIFIER_DATA,PROVENANCE,DATE_OF_SUPPLY
141439632,Rae Barton,9470669,331077.0,188261.0,1,10014122479.0,osgb1000027573303,4,27104813,3,24.9,114,The Provision Market,Newport,Gwent,NP20 1DD,Casnewydd - Newport,1633264884.0,,,,,118 Information,01-SEP-2021
141914322,Superbowl UK,4240290,331259.1,188066.0,1,10094538229.0,osgb5000005169520826,1,27100823,3,38.9,Friars Walk Shopping Centre,John Frost Square,Newport,Gwent,NP20 1EA,Casnewydd - Newport,1633439765.0,www.superbowluk.co.uk/newport,,,,118 Information,01-SEP-2021
141914613,Auction House South Wales,2090137,330802.0,188393.0,1,10090273180.0,osgb1000027523356,6,27101127,1,22.0,Gold Tops House,Pentonville,Newport,Gwent,NP20 5HB,Casnewydd - Newport,1633212555.0,www.auctionhouse.co.uk,,,,118 Information,01-SEP-2021
141906210,St Paul's Church,6340459,330942.0,188107.0,1,10002148411.0,osgb1000027523080,4,27104816,1,20.2,9-10,Bridge Street,Newport,Gwent,NP20 4AL,Casnewydd - Newport,1633266076.0,www.stpaulsnewport.org.uk,,Religion,Church of England (Christian),118 Information,01-SEP-2021
141908721,H P J V Solicitors,2090154,330853.0,188066.0,1,100100973362.0,osgb1000027523130,4,27100106,1,10.1,14,Baneswell Road,Newport,Gwent,NP20 4BP,Casnewydd - Newport,1633242526.0,www.hpjv.co.uk,,,,118 Information,01-SEP-2021
146529677,Hellotek,9480726,331059.0,188165.0,1,10002154715.0,osgb1000027573225,3,27101310,1,7.0,2a,Skinner Street,Newport,Gwent,NP20 1GY,Casnewydd - Newport,1633216007.0,,,,,118 Information,01-SEP-2021
149613184,Red Dragon Estates Ltd,2110190,330810.6,188114.7,1,100100973348.0,osgb1000027523151,6,27104816,1,9.4,55,Bridge Street,Newport,Gwent,NP20 4BL,Casnewydd - Newport,1633250250.0,www.rdewales.com,,,,118 Information,01-SEP-2021
133154461,Baneswell Express,9470699,330867.0,188046.0,1,100100973821.0,osgb1000027523110,5,27100106,1,9.5,8,Baneswell Road,Newport,Gwent,NP20 4BP,Casnewydd - Newport,1633662050.0,,,,,118 Information,01-SEP-2021
149608155,Ladbrokes Plc,4220279,330968.0,188190.0,1,10014123222.0,osgb5000005133061642,1,27101191,1,96.1,5,Cambrian Road,Newport,Gwent,NP20 4AD,Casnewydd - Newport,8007316191.0,www.ladbrokes.com,Ladbrokes,,,118 Information,01-SEP-2021
151352884,Greggs,9470661,331205.9,188034.1,1,10090955387.0,osgb5000005169520832,1,27104818,3,74.5,6 Friars Walk Shopping Centre,John Frost Square,Newport,Gwent,NP20 1DU,Casnewydd - Newport,1633214055.0,www.greggs.co.uk,Greggs,,,118 Information,01-SEP-2021
152768497,Specsavers Opticians,5280344,331178.7,188012.6,1,,osgb1000027573148,13,27104818,3,42.4,2,Austin Friars,Newport,Gwent,NP20 1DQ,Casnewydd - Newport,1633244023.0,www.specsavers.co.uk,Specsavers,,,118 Information,01-SEP-2021
156926871,Sports Direct,9480686,331105.4,188116.0,1,100100972130.0,osgb1000027573173,3,27104818,1,28.2,9-12,Commercial Street,Newport,Gwent,NP20,Casnewydd - Newport,3437771325.0,www.sportsdirect.com,Sports Direct,,,118 Information,01-SEP-2021
157757136,Underhive Games,9480686,331010.0,188247.0,1,10090273775.0,osgb1000027522960,8,27111507,2,6.8,44,High Street,Newport,Gwent,NP20 1GD,Casnewydd - Newport,1633246655.0,,,,,118 Information,01-SEP-2021
149625101,Sam Convenience Store,9470699,331113.0,188237.0,1,100100972197.0,osgb1000027573294,3,27104824,1,10.9,186,Upper Dock Street,Newport,Gwent,NP20 1DB,Casnewydd - Newport,1633267285.0,,,,,118 Information,01-SEP-2021
156923155,Breeze Bar & Restaurant,1020034,330955.0,188226.0,1,100101046421.0,osgb5000005133061642,1,27104817,1,14.6,Breeze 11-15,Cambrian Road,Newport,Gwent,NP20 4AD,Casnewydd - Newport,1633548642.0,,,,,118 Information,01-SEP-2021
158328908,Muffin Break,9470661,331244.2,188078.1,1,10090954412.0,osgb5000005169520826,1,27100823,3,38.4,17 Friars Walk Shopping Centre,John Frost Square,Newport,Gwent,NP20 1DR,Casnewydd - Newport,1633214214.0,muffinbreak.co.uk,Muffin Break,,,118 Information,01-SEP-2021
157769605,Virtual Roundtables,2040072,330693.0,188347.0,1,100100973806.0,osgb1000027523047,6,27100623,1,18.1,5,Gold Tops,Newport,Gwent,NP20 4PG,Casnewydd - Newport,1633216641.0,,,,,118 Information,01-SEP-2021
158336934,Topshop,9460656,331270.4,188025.1,1,10090955199.0,osgb5000005169520826,1,27100823,3,47.1,33-35 Friars Walk Shopping Centre,John Frost Square,Newport,Gwent,NP20 1DR,Casnewydd - Newport,1633251145.0,www.topshop.com/?geoip=home,Topshop,,,118 Information,01-SEP-2021
157759242,The Jewellery Repair Workshop,9460659,330996.0,188253.0,1,100101047207.0,osgb1000027522955,4,27111507,1,19.4,12 Newport Arcade,High Street,Newport,Gwent,NP20 1GD,Casnewydd - Newport,1633547790.0,www.facebook.com/thejewelleryrepairworkshop,,,,118 Information,01-SEP-2021
63916213,Electricity Sub Station,6340433,331179.0,188375.0,1,,osgb1000027573583,4,27100340,3,37.6,,,,Gwent,NP19,Casnewydd - Newport,,,,,,Ordnance Survey,01-SEP-2021
63953954,Electricity Sub Station,6340433,331162.0,188590.0,2,,Not Assigned,0,27112289,3,59.4,,,,Gwent,NP19,Casnewydd - Newport,,,,,,Ordnance Survey,01-SEP-2021
157763126,Kettle Cafe,1020013,331048.0,188100.0,1,100100972407.0,osgb1000027573103,5,27104818,1,23.9,7 Westgate Buildings,Commercial Street,Newport,Gwent,NP20 1JL,Casnewydd - Newport,1633251004.0,www.kettle-cafe.co.uk,,,,118 Information,01-SEP-2021
156917772,Newport Castle,3170244,331166.0,188462.0,1,,osgb1000027573543,3,27112289,3,36.6,Malpas Road,,Newport,Gwent,NP20 1DA,Casnewydd - Newport,1443336000.0,cadw.gov.wales,CADW,,,118 Information,01-SEP-2021
158337948,Chewton Rose Estate Agents,2110190,330942.0,188107.0,1,10002148411.0,osgb1000027523080,4,27104816,1,20.2,11,Bridge Street,Newport,Gwent,NP20 4AL,Casnewydd - Newport,2920226129.0,,Spicerhaart,,,118 Information,01-SEP-2021
161947163,Costa Coffee,1020013,330804.8,188219.7,1,10090952569.0,osgb5000005102037997,1,27101191,1,21.9,Unit 1 Southside,Newport Railway Station,Newport,Gwent,NP20 4AX,Casnewydd - Newport,1633255403.0,www.costa.co.uk,Costa,,,118 Information,01-SEP-2021
161938471,Sports Direct Fitness,2100156,331105.0,188116.0,1,100100972130.0,osgb1000027573173,3,27104818,1,27.9,9-12,Commercial Street,Newport,Gwent,NP20 1HF,Casnewydd - Newport,3437771338.0,www.sportsdirectfitness.com,Sports Direct,,,118 Information,01-SEP-2021
161926154,Betfred,4220279,331052.0,188189.0,1,10002149844.0,osgb1000027573229,2,27111507,1,22.1,29,High Street,Newport,Gwent,NP20 1GH,Casnewydd - Newport,8000320878.0,www.betfred.com,Betfred,,,118 Information,01-SEP-2021
161950911,Holy Cheesus,1020018,330664.0,188084.0,1,100100973917.0,osgb1000027523013,4,27104816,1,9.5,42c,Bridge Street,Newport,Gwent,NP20 4NY,Casnewydd - Newport,1633548741.0,www.holycheesus.co.uk,,,,118 Information,01-SEP-2021
162687724,Gem 42,1020043,330656.8,188062.0,1,100101046323.0,osgb1000027523245,6,27104816,1,11.0,42,Bridge Street,Newport,Gwent,NP20 4NY,Casnewydd - Newport,1633287591.0,,,Restaurant Type,Restaurant,118 Information,01-SEP-2021
162700656,T Y Hafan,9480714,331052.0,188183.0,1,10002149846.0,osgb1000027573228,3,27111507,1,20.6,30,High Street,Newport,Gwent,NP20 1GH,Casnewydd - Newport,2920532199.0,,T Y Hafan,,,118 Information,01-SEP-2021
165160618,Newport Gaming Co Ltd,9480686,331021.0,188106.0,1,10009645438.0,osgb1000027573094,2,27101378,1,11.8,12,Stow Hill,Newport,Gwent,NP20 1JB,Casnewydd - Newport,1633633639.0,,,,,118 Information,01-SEP-2021
165517867,Londis,9470699,331128.0,188145.0,1,100101055767.0,osgb1000027573172,5,27104824,2,13.3,Upper Dock Street,,Newport,Gwent,NP20 1DH,Casnewydd - Newport,8002980758.0,www.londis.co.uk,Londis,,,118 Information,01-SEP-2021
68593830,Letter Box,6340457,330659.0,188080.0,1,,osgb5000005102037719,1,27104816,3,6.4,,,,Gwent,NP20,Casnewydd - Newport,,,,,,Ordnance Survey,01-SEP-2021
68598218,Letter Box,6340457,331065.0,188108.0,1,10090952650.0,osgb1000002059169221,60,27104818,3,6.0,,,,Gwent,NP20,Casnewydd - Newport,,,,,,Ordnance Survey,01-SEP-2021
78431013,Works,7410542,330971.0,188636.0,2,,Not Assigned,0,27100529,3,34.8,,,,Gwent,NP20,Casnewydd - Newport,,,,,,Ordnance Survey,01-SEP-2021
78430503,Works,7410542,330890.0,188643.0,2,,Not Assigned,0,27100529,3,46.5,,,,Gwent,NP20,Casnewydd - Newport,,,,,,Ordnance Survey,01-SEP-2021
127073371,Electricity Sub Station,6340433,331008.0,188413.0,1,,osgb5000005142058783,2,27101191,3,18.8,,,,Gwent,NP20,Casnewydd - Newport,,,,,,Ordnance Survey,01-SEP-2021
127069804,Electricity Sub Station,6340433,331044.0,188070.0,1,,osgb5000005138327128,2,27101378,3,13.4,,,,Gwent,NP20,Casnewydd - Newport,,,,,,Ordnance Survey,01-SEP-2021
161122731,Cinderhill Wharf (Disused),10560753,331281.9,188240.5,2,,Not Assigned,0,27100823,3,74.9,,,,Gwent,NP20,Casnewydd - Newport,,,,,,Ordnance Survey,01-SEP-2021
161904505,Bus Station,10570731,331138.4,188268.4,2,,Not Assigned,0,27104824,3,15.8,,,,Gwent,NP20,Casnewydd - Newport,,,,,,Ordnance Survey,01-SEP-2021
166221825,Bridge,10540730,331151.0,188354.0,2,,Not Assigned,0,27104824,3,29.7,,,,Gwent,NP20,Casnewydd - Newport,,,,,,Ordnance Survey,01-SEP-2021
166196829,Bridge,10540730,331177.0,188516.0,2,,Not Assigned,0,27112289,3,57.9,,,,Gwent,NP19,Casnewydd - Newport,,,,,,Ordnance Survey,01-SEP-2021
166255071,Bridge,10540730,331119.0,188416.0,2,,Not Assigned,0,27112289,3,3.3,,,,Gwent,NP20,Casnewydd - Newport,,,,,,Ordnance Survey,01-SEP-2021
166251974,Newport Bridge,10540730,331244.0,188428.0,2,,Not Assigned,0,27100340,3,1.3,,,,Gwent,NP19,Casnewydd - Newport,,,,,,Ordnance Survey,01-SEP-2021
95362191,Town Taxis,2150230,330831.0,188077.0,1,100100973862.0,osgb1000027523322,5,27100285,1,8.5,5 Caxton Place,Bridge Street,Newport,Gwent,NP20 4BN,Casnewydd - Newport,,,,,,Local Data Company,01-SEP-2021
95337399,Clive Mortimer Goldsmith,7370487,330973.0,188246.0,1,100101047202.0,osgb1000027522950,4,27111507,1,43.4,7 Newport Arcade,High Street,Newport,Gwent,NP20 1GD,Casnewydd - Newport,,,,,,Local Data Company,01-SEP-2021
95340937,Dragon Taxis,2600113,330966.8,188369.0,1,100100973296.0,osgb1000027522920,8,27101191,1,11.6,Station Buildings,Queensway,Newport,Gwent,NP20 4AX,Casnewydd - Newport,,,,,,Local Data Company,01-SEP-2021
95338399,Knights of Newport,2110190,330809.0,188058.0,1,100100973389.0,osgb1000027523327,5,27100170,1,11.4,1,Blewitt Street,Newport,Gwent,NP20 4DB,Casnewydd - Newport,,,,,,Local Data Company,01-SEP-2021
95361991,Newport Grill,1020018,331112.6,188326.8,1,10090276592.0,osgb1000027573381,5,27104824,1,8.1,197,Upper Dock Street,Newport,Gwent,NP20 1DA,Casnewydd - Newport,,,,,,Local Data Company,01-SEP-2021
95361691,Supernews,9470699,331052.0,188170.0,1,10002149848.0,osgb1000027573226,2,27111507,1,17.5,32,High Street,Newport,Gwent,NP20 1GH,Casnewydd - Newport,1633255510.0,www.rippleglen.co.uk,Supernews,,,Local Data Company,01-SEP-2021
95361606,Greyhound Tavern,1020034,330994.0,188278.0,1,10002149810.0,osgb1000027573256,8,27111507,1,20.9,49,High Street,Newport,Gwent,NP20 1GA,Casnewydd - Newport,,,,,,Local Data Company,01-SEP-2021
95361695,Carousel Leisure Centre,4220277,331140.0,188195.0,1,10002154588.0,osgb1000027573182,2,27104824,1,14.2,15,Upper Dock Street,Newport,Gwent,NP20 1DF,Casnewydd - Newport,,,,,,Local Data Company,01-SEP-2021
95519684,Tesco Express,9470699,330999.0,188187.0,1,100101055743.0,osgb1000027522977,6,27104817,1,19.2,14,Cambrian Road,Newport,Gwent,NP20 4AB,Casnewydd - Newport,3456757154.0,www.tesco.com,Tesco Express,,,Local Data Company,01-SEP-2021
166227422,Bridge,10540730,330689.0,188080.0,2,,Not Assigned,0,27104816,3,1.4,,,,Gwent,NP20,Casnewydd - Newport,,,,,,Ordnance Survey,01-SEP-2021
107075922,Premier,2090811,331113.0,188237.0,1,100100972197.0,osgb1000027573294,3,27104824,1,10.9,186,Upper Dock Street,Newport,Gwent,NP20 1DB,Casnewydd - Newport,,www.paypoint.co.uk,PayPoint,,,PayPoint,01-SEP-2021
127500507,Premier Supernews,2090811,331212.1,188096.6,1,10090955399.0,osgb5000005169520826,1,27100823,1,52.0,Kiosk 1 Newport Central Bus Station,Kingsway,Newport,Gwent,NP20 1FA,Casnewydd - Newport,,www.paypoint.co.uk,PayPoint,,,PayPoint,01-SEP-2021
108234755,Breeze Restaurant,1020034,330947.0,188257.0,1,200002952510.0,osgb1000002040991667,9,27104817,2,14.1,"Cambrian Retail Centre, Breeze, 11-15",Cambrian Road,Newport,Gwent,NP20 4AD,Casnewydd - Newport,,,,,,Local Data Company,01-SEP-2021
123169066,The Courtyard,1020034,331001.0,188288.6,1,100101055731.0,osgb5000005142058974,1,27111507,2,14.5,Council Tax Office 50,High Street,Newport,Gwent,NP20 1YN,Casnewydd - Newport,,,,,,Local Data Company,01-SEP-2021
126938229,Caffi Cwtch,1020013,330881.0,188343.0,1,,osgb1000027523361,10,27100456,3,33.8,"Transport for Wales, Queensway",Town Centre,Newport,Gwent,NP20 4AX,Casnewydd - Newport,,,,,,Local Data Company,01-SEP-2021
129145235,Drago Lounge,1020034,331197.5,188026.5,1,10010554016.0,osgb5000005169520832,1,27104818,3,64.1,2-4 Friars Walk Shopping Centre,John Frost Square,Newport,Gwent,NP20 1DU,Casnewydd - Newport,1633267717.0,www.thelounges.co.uk,Loungers,,,Local Data Company,01-SEP-2021
129148500,The Blind Tiger,1020034,330964.0,188290.0,1,100100654357.0,osgb1000027522934,4,27104817,1,10.1,First Floor 48-50,Cambrian Road,Newport,Gwent,NP20 4AB,Casnewydd - Newport,,,,,,Local Data Company,01-SEP-2021
129154257,The Shisha Garden,1020034,330964.0,188290.0,1,100100654357.0,osgb1000027522934,4,27104817,1,10.1,First Floor 48-50,Cambrian Road,Newport,Gwent,NP20 4AB,Casnewydd - Newport,,,,,,Local Data Company,01-SEP-2021
131487179,Efes Grill,1020034,330985.0,188215.0,1,100100973854.0,osgb1000027522972,6,27104817,1,11.9,24,Cambrian Road,Newport,Gwent,NP20 4AB,Casnewydd - Newport,,,,,,Local Data Company,01-SEP-2021
152788968,Alfa,2050078,330781.0,188087.0,1,100100973866.0,osgb1000027523312,4,27104816,1,13.3,"31, Bridge Street",Town Centre,Newport,Gwent,NP20 4BH,Casnewydd - Newport,,,,,,Local Data Company,01-SEP-2021
141446907,Evapor,9470699,331107.0,188099.0,1,100100972259.0,osgb1000027573132,3,27104818,1,17.1,13,Commercial Street,Newport,Gwent,NP20 1HE,Casnewydd - Newport,7473731198.0,www.evapor.co.uk,eVapor,,,Local Data Company,01-SEP-2021
141290229,Premier Stores,9470699,331113.0,188237.0,1,100100972197.0,osgb1000027573294,3,27104824,1,10.9,186,Upper Dock Street,Newport,Gwent,NP20 1DB,Casnewydd - Newport,1633843256.0,www.premier-stores.co.uk,Premier,,,Local Data Company,01-SEP-2021
146536699,Nuttall Parker,2110190,330873.0,188046.0,1,100100973820.0,osgb1000027523109,5,27100106,1,9.3,7,Baneswell Road,Newport,Gwent,NP20 4BP,Casnewydd - Newport,,,,,,Local Data Company,01-SEP-2021
146536604,Laser Quest,4230283,331259.1,188066.0,1,10090955407.0,osgb5000005169520826,1,27100823,3,38.9,Friars Walk Shopping Centre,John Frost Square,Newport,Gwent,NP20 1EA,Casnewydd - Newport,1633439765.0,laserquest.co.uk,Laser Quest,,,Local Data Company,01-SEP-2021
149636459,Laporsa,2140214,330853.0,188104.0,1,10002154312.0,osgb1000027523136,5,27104816,1,9.6,18-22,Bridge Street,Newport,Gwent,NP20 4AN,Casnewydd - Newport,,,,,,Local Data Company,01-SEP-2021
161802174,Elsiecos,4250312,331045.0,188261.0,1,100100972077.0,osgb1000027573304,5,27104813,1,12.8,"13, Market Street",Town Centre,Newport,Gwent,NP20 1FU,Casnewydd - Newport,,,,,,Local Data Company,01-SEP-2021
161802178,Harrison Rabbit,2100156,330659.0,188065.0,1,100101046323.0,osgb1000027523245,6,27104816,3,8.4,Clytha Park Road,Town Centre,Newport,Gwent,NP20 4NZ,Casnewydd - Newport,,,,,,Local Data Company,01-SEP-2021
165437718,Costa Coffee,1020013,330752.0,188237.0,1,10090952570.0,osgb1000002715071139,2,27100456,3,60.4,"Transport for Wales, Queensway",Town Centre,Newport,Gwent,NP20 4AX,Casnewydd - Newport,1633255403.0,www.costa.co.uk,Costa,,,Local Data Company,01-SEP-2021
163651197,Xclusive Jewellers,9460659,331017.0,188194.0,1,10002149833.0,osgb1000027573236,2,27111507,1,10.7,37,High Street,Newport,Gwent,NP20 1GF,Casnewydd - Newport,,,,,,Local Data Company,01-SEP-2021
163651199,Number One Real Estate,2110190,330955.0,188153.0,1,100100973913.0,osgb1000027523067,5,27104816,1,18.8,76,Bridge Street,Newport,Gwent,NP20 4AQ,Casnewydd - Newport,,,,,,Local Data Company,01-SEP-2021
163651200,V's Hair Salon,2100156,331079.0,188159.0,1,100100972214.0,osgb1000027573209,3,27101310,1,8.9,29,Skinner Street,Newport,Gwent,NP20 1HB,Casnewydd - Newport,,,,,,Local Data Company,01-SEP-2021
163651201,Bwrw Cwrw,9470671,330982.0,188248.0,1,100101047204.0,osgb1000027522952,4,27111507,1,34.1,9 Newport Arcade,High Street,Newport,Gwent,NP20 1GD,Casnewydd - Newport,,,,,,Local Data Company,01-SEP-2021
124104979,Blue Plaque No. 30536,3200269,331265.0,188191.0,1,10010554373.0,osgb1000002487443162,1,27100823,3,33.5,Newport Riverfront Theatre,,Newport,Gwent,NP20,Casnewydd - Newport,,openplaques.org/plaques/30536,,Plaque Type,Blue,Open Plaques,01-SEP-2021
124104984,Blue Plaque No. 30531,3200269,331201.0,188399.0,3,,Not Assigned,0,27100340,3,16.2,South-Eastern End of Newport Town Bridge,,Newport,Gwent,NP19,Casnewydd - Newport,,openplaques.org/plaques/30531,,Plaque Type,Blue,Open Plaques,01-SEP-2021
124105003,Plaque No. 30512,3200269,331042.0,188122.0,2,,Not Assigned,0,27101378,2,7.6,Junction of Commercial Street and Stow Hill.,,Newport,Gwent,NP20,Casnewydd - Newport,,openplaques.org/plaques/30512,,Plaque Type,Not Specified,Open Plaques,01-SEP-2021
124108842,Joe Strummer Black Plaque,3200269,330883.0,188422.0,1,100100681376.0,osgb1000027522890,6,27101127,2,15.0,12,Pentonville,Newport,Gwent,NP20,Casnewydd - Newport,,openplaques.org/plaques/10540,,Plaque Type,Black,Open Plaques,01-SEP-2021
124109038,Brass Plaque No. 10623,3200269,330922.0,188117.0,1,10002148348.0,osgb1000027523120,5,27104816,2,11.0,19,Bridge Street,Newport,Gwent,NP20 4AN,Casnewydd - Newport,,openplaques.org/plaques/10623,,Plaque Type,Brass,Open Plaques,01-SEP-2021
124109041,Tredegar Estates Office Blue Plaque,3200269,330871.0,188389.0,3,,Not Assigned,0,27100456,3,5.8,Pentonville,Adjoining Mill Street,Newport,Gwent,NP20,Casnewydd - Newport,,openplaques.org/plaques/10620,,Plaque Type,Blue,Open Plaques,01-SEP-2021
159229765,Royal Mail,2150222,331026.0,188518.0,1,200002952602.0,osgb1000043039276,7,27100529,1,23.0,Newport West Delivery Office,Factory Road,Newport,Gwent,NP20 5XX,Casnewydd - Newport,,www.royalmail.com,Royal Mail,,,Local Data Company,01-SEP-2021
157517778,Black Cherry,2100180,330998.0,188243.0,1,100101047198.0,osgb1000027522959,8,27111507,1,19.4,1 Newport Arcade,High Street,Newport,Gwent,NP20 1GD,Casnewydd - Newport,,,,,,Local Data Company,01-SEP-2021
157517789,Homelink,2110192,330875.4,188045.6,1,10093294835.0,osgb1000027523108,5,27100106,1,9.7,7a,Baneswell Road,Newport,Gwent,NP20 4BP,Casnewydd - Newport,,,,,,Local Data Company,01-SEP-2021
159230981,Mortgage Advice Bureau,2090150,330923.0,188146.0,1,100100973870.0,osgb1000027523073,4,27104816,1,17.7,69,Bridge Street,Newport,Gwent,NP20 4AQ,Casnewydd - Newport,1633530669.0,www.mortgageadvicebureau.com,Mortgage Advice Bureau,,,Local Data Company,01-SEP-2021
159228283,Le Pub,1020034,331033.0,188309.0,1,100100669402.0,osgb1000027573351,4,27111507,1,16.2,14,High Street,Newport,Gwent,NP20 1FW,Casnewydd - Newport,,,,,,Local Data Company,01-SEP-2021
159227719,M2 Estate Agents,2110190,330923.0,188146.0,1,100100973870.0,osgb1000027523073,4,27104816,1,17.7,"Mortgage Advice Bureau, 69, Bridge Street",Town Centre,Newport,Gwent,NP20 4AQ,Casnewydd - Newport,,,,,,Local Data Company,01-SEP-2021
159227737,Coco Blush Boutique,9460656,331080.4,188119.2,1,100100972128.0,osgb1000027573198,2,27104818,1,12.9,6-7,Commercial Street,Newport,Gwent,NP20 1HE,Casnewydd - Newport,,,Coco Blush Boutique,,,Local Data Company,01-SEP-2021
145676301,Church of Jesus Christ of Laterday Saints,6340459,330878.0,188712.0,1,10014122665.0,osgb1000042912900,4,27101188,3,26.6,Factory Road,,Newport,Gwent,NP20 5FA,Casnewydd - Newport,,,,Religion,Mormonism (Christian),Ordnance Survey,01-SEP-2021
115405699,Cardtronics,2090141,330983.0,188319.0,1,200002952108.0,osgb1000027522928,7,27111507,1,34.3,55,High Street,"Ynysddu, Newport",Gwent,NP20,Casnewydd - Newport,,,,,,VocaLink,01-SEP-2021
133847374,NoteMachine Ltd,2090141,331113.0,188237.0,1,100100972197.0,osgb1000027573294,3,27104824,1,10.9,186,Upper Dock Street,Newport,Gwent,NP20 1DB,Casnewydd - Newport,,,,,,VocaLink,01-SEP-2021
133849080,Santander,2090141,331143.0,188038.0,1,10014122727.0,osgb1000027573138,5,27104818,1,19.7,20-21,Commercial Street,Newport,Gwent,NP20 4RS,Casnewydd - Newport,,,,,,VocaLink,01-SEP-2021
17612707,Flagstaff,3170245,330589.0,188347.0,2,,Not Assigned,0,27100623,3,4.7,,,,Gwent,NP20,Casnewydd - Newport,,,,,,Ordnance Survey,01-SEP-2021
16428655,Bryngwyn Surgery,5280369,330403.0,188041.0,1,10014122644.0,osgb1000027523406,5,27100218,1,19.6,4-6,Bryngwyn Road,Newport,Gwent,NP20 4JS,Casnewydd - Newport,1633263463.0,,,,,Wilmington Healthcare Ltd,01-SEP-2021
16449649,Well Pharmacy,5280364,330596.0,188049.0,1,100100973799.0,osgb1000027523220,4,27100354,1,13.8,4,Clytha Park Road,Newport,Gwent,NP20 4NZ,Casnewydd - Newport,1633266632.0,www.pharmacy.co.uk,Well,,,Wilmington Healthcare Ltd,01-SEP-2021
22065353,Bus Stop (Colts Foot Close),10590732,330440.0,188571.0,1,,Not Assigned,0,27101319,3,1.6,,,,Gwent,NP20,Casnewydd - Newport,,,,SMS Number,nwpadaj,Department for Transport,01-SEP-2021
22065354,Bus Stop (Colts Foot Close),10590732,330470.0,188602.0,1,,Not Assigned,0,27100375,3,12.2,,,,Gwent,NP20,Casnewydd - Newport,,,,SMS Number,nwpadam,Department for Transport,01-SEP-2021
22065355,Bus Stop (Sorrel Drive),10590732,330348.0,188444.0,1,,Not Assigned,0,27100049,3,7.0,,,,Gwent,NP20,Casnewydd - Newport,,,,SMS Number,nwpdtdj,Department for Transport,01-SEP-2021
22065356,Bus Stop (St Mark's Crescent),10590732,330524.0,188461.0,1,,Not Assigned,0,27101353,3,4.3,,,,Gwent,NP20,Casnewydd - Newport,,,,SMS Number,nwpajpm,Department for Transport,01-SEP-2021
22065357,Bus Stop (Queen's Hill Crescent),10590732,330578.0,188645.0,1,,Not Assigned,0,27101189,3,4.6,,,,Gwent,NP20,Casnewydd - Newport,,,,SMS Number,nwpadaw,Department for Transport,01-SEP-2021
32998832,Bus Stop (Civic Centre Top Car Park),10590732,330379.0,188233.0,1,,Not Assigned,0,27100555,3,63.7,,,,Gwent,NP20,Casnewydd - Newport,,,,SMS Number,nwpgdjp,Department for Transport,01-SEP-2021
35566059,Bus Stop (Civic Centre South),10590732,330420.0,188124.0,1,,Not Assigned,0,27101054,3,2.2,,,,Gwent,NP20,Casnewydd - Newport,,,,SMS Number,nwpgjdt,Department for Transport,01-SEP-2021
80569406,Bus Stop (Civic Centre Top Car Park),10590732,330326.0,188279.0,1,,Not Assigned,0,27100555,3,6.4,,,,Gwent,NP20,Casnewydd - Newport,,,,SMS Number,nwpgmtp,Department for Transport,01-SEP-2021
80569411,Bus Stop (Fields Nursing Home),10590732,330487.0,188374.0,1,,Not Assigned,0,27100555,3,5.6,,,,Gwent,NP20,Casnewydd - Newport,,,,SMS Number,nwpgmwj,Department for Transport,01-SEP-2021
103921677,Cox & Hitchcock Dental Group,5280368,330451.0,188094.0,1,10002148513.0,osgb1000027523394,5,27100889,1,17.8,2,Llanthewy Road,Newport,Gwent,NP20 4JR,Casnewydd - Newport,1633263653.0,,,,,Wilmington Healthcare Ltd,01-SEP-2021
48731397,All About Eve Bridal Wear Ltd,9460656,330576.6,188050.1,1,100100973297.0,osgb1000027523216,4,27100354,1,10.6,7,Clytha Park Road,Newport,Gwent,NP20 4NZ,Casnewydd - Newport,1633243943.0,www.allaboutevebridalwear.com,,,,118 Information,01-SEP-2021
54726261,Marsh Vision,2090135,330542.0,188371.0,1,100100973334.0,osgb1000027523363,4,27100623,1,27.2,17,Gold Tops,Newport,Gwent,NP20 4PH,Casnewydd - Newport,1633215544.0,www.marshvision.com,,,,118 Information,01-SEP-2021
54765980,Colborne Coulman & Lawrence Solicitors,2090154,330501.0,188080.0,1,100100973325.0,osgb1000027523191,9,27100354,1,21.1,11,Clytha Park Road,Newport,Gwent,NP20 4PB,Casnewydd - Newport,1633264194.0,,,,,118 Information,01-SEP-2021
54836341,Chic Beauty,2100156,330570.0,188037.0,1,100100973686.0,osgb1000042707033,5,27100237,1,9.2,1a,Caerau Road,Newport,Gwent,NP20 4HL,Casnewydd - Newport,1633214088.0,,,,,118 Information,01-SEP-2021
54684778,Arthur Gait & Company,2090135,330591.9,188379.0,1,100100974267.0,osgb1000027522816,6,27100623,1,26.6,18,Gold Tops,Newport,Gwent,NP20 5WJ,Casnewydd - Newport,1633262352.0,www.arthurgait.co.uk,,,,118 Information,01-SEP-2021
